Year|Consumption|State|Source
1989|180403|Virginia|Natural Gas
1988|169565|Virginia|Natural Gas
1987|165106|Virginia|Natural Gas
1986|146586|Virginia|Natural Gas
1985|144466|Virginia|Natural Gas
1984|148534|Virginia|Natural Gas
1983|146846|Virginia|Natural Gas
1982|154574|Virginia|Natural Gas
1981|154925|Virginia|Natural Gas
1980|160886|Virginia|Natural Gas
1979|136958|Virginia|Natural Gas
1978|136935|Virginia|Natural Gas
1977|120734|Virginia|Natural Gas
1976|125855|Virginia|Natural Gas
1975|123625|Virginia|Natural Gas
1974|146811|Virginia|Natural Gas
1973|156669|Virginia|Natural Gas
1972|159705|Virginia|Natural Gas
1971|147758|Virginia|Natural Gas
1970|140072|Virginia|Natural Gas
1969|132739|Virginia|Natural Gas
1968|125708|Virginia|Natural Gas
1967|119364|Virginia|Natural Gas
1966|125287|Virginia|Natural Gas
1965|98615|Virginia|Natural Gas
1964|91963|Virginia|Natural Gas
1963|86240|Virginia|Natural Gas
1962|79884|Virginia|Natural Gas
1961|73034|Virginia|Natural Gas
1960|68431|Virginia|Natural Gas
2017|350870|Washington|Natural Gas
2016|324929|Washington|Natural Gas
2015|327738|Washington|Natural Gas
2014|320167|Washington|Natural Gas
2013|327840|Washington|Natural Gas
2012|271947|Washington|Natural Gas
2011|272261|Washington|Natural Gas
2010|294871|Washington|Natural Gas
2009|319739|Washington|Natural Gas
2008|307085|Washington|Natural Gas
2007|279429|Washington|Natural Gas
2006|271034|Washington|Natural Gas
2005|272167|Washington|Natural Gas
2004|269572|Washington|Natural Gas
2003|255839|Washington|Natural Gas
2002|240494|Washington|Natural Gas
2001|322413|Washington|Natural Gas
2000|297569|Washington|Natural Gas
1999|302262|Washington|Natural Gas
1998|303307|Washington|Natural Gas
1997|268141|Washington|Natural Gas
1996|283909|Washington|Natural Gas
1995|264474|Washington|Natural Gas
1994|263176|Washington|Natural Gas
1993|229613|Washington|Natural Gas
1992|180583|Washington|Natural Gas
1991|179237|Washington|Natural Gas
1990|167430|Washington|Natural Gas
1989|167828|Washington|Natural Gas
1988|150514|Washington|Natural Gas
1987|136071|Washington|Natural Gas
1986|121783|Washington|Natural Gas
1985|139974|Washington|Natural Gas
1984|131958|Washington|Natural Gas
1983|111791|Washington|Natural Gas
1982|114396|Washington|Natural Gas
1981|131176|Washington|Natural Gas
1980|135451|Washington|Natural Gas
1979|165950|Washington|Natural Gas
1978|133338|Washington|Natural Gas
1977|149077|Washington|Natural Gas
1976|154881|Washington|Natural Gas
1975|171236|Washington|Natural Gas
1974|191311|Washington|Natural Gas
1973|207952|Washington|Natural Gas
1972|179823|Washington|Natural Gas
1971|165279|Washington|Natural Gas
1970|158242|Washington|Natural Gas
1969|153481|Washington|Natural Gas
1968|148065|Washington|Natural Gas
1967|135245|Washington|Natural Gas
1966|124827|Washington|Natural Gas
1965|116216|Washington|Natural Gas
1964|113935|Washington|Natural Gas
1963|93433|Washington|Natural Gas
1962|84281|Washington|Natural Gas
1961|72805|Washington|Natural Gas
1960|67207|Washington|Natural Gas
2017|199299|West Virginia|Natural Gas
2016|188491|West Virginia|Natural Gas
2015|191059|West Virginia|Natural Gas
2014|180222|West Virginia|Natural Gas
2013|152880|West Virginia|Natural Gas
2012|140133|West Virginia|Natural Gas
2011|124935|West Virginia|Natural Gas
2010|121780|West Virginia|Natural Gas
2009|118643|West Virginia|Natural Gas
2008|119617|West Virginia|Natural Gas
2007|124555|West Virginia|Natural Gas
2006|126316|West Virginia|Natural Gas
2005|124984|West Virginia|Natural Gas
2004|129358|West Virginia|Natural Gas
2003|135367|West Virginia|Natural Gas
2002|155536|West Virginia|Natural Gas
2001|150543|West Virginia|Natural Gas
2000|157926|West Virginia|Natural Gas
1999|147675|West Virginia|Natural Gas
1998|151873|West Virginia|Natural Gas
1997|170349|West Virginia|Natural Gas
1996|164286|West Virginia|Natural Gas
1995|157816|West Virginia|Natural Gas
1994|155098|West Virginia|Natural Gas
1993|144246|West Virginia|Natural Gas
1992|137666|West Virginia|Natural Gas
1991|118823|West Virginia|Natural Gas
1990|129005|West Virginia|Natural Gas
1989|139427|West Virginia|Natural Gas
1988|131544|West Virginia|Natural Gas
1987|123734|West Virginia|Natural Gas
1986|121128|West Virginia|Natural Gas
1985|125018|West Virginia|Natural Gas
1984|130959|West Virginia|Natural Gas
1983|120214|West Virginia|Natural Gas
1982|136141|West Virginia|Natural Gas
1981|154468|West Virginia|Natural Gas
1980|147624|West Virginia|Natural Gas
1979|152059|West Virginia|Natural Gas
1978|156607|West Virginia|Natural Gas
1977|150605|West Virginia|Natural Gas
1976|157204|West Virginia|Natural Gas
1975|164297|West Virginia|Natural Gas
1974|186565|West Virginia|Natural Gas
1973|191905|West Virginia|Natural Gas
1972|204916|West Virginia|Natural Gas
1971|183553|West Virginia|Natural Gas
1970|186535|West Virginia|Natural Gas
1969|176295|West Virginia|Natural Gas
1968|189957|West Virginia|Natural Gas
1967|157423|West Virginia|Natural Gas
1966|179195|West Virginia|Natural Gas
1965|176111|West Virginia|Natural Gas
1964|172374|West Virginia|Natural Gas
1963|163925|West Virginia|Natural Gas
1962|159207|West Virginia|Natural Gas
1961|168291|West Virginia|Natural Gas
1960|155554|West Virginia|Natural Gas
2017|504796|Wisconsin|Natural Gas
2016|501042|Wisconsin|Natural Gas
2015|476969|Wisconsin|Natural Gas
2014|479396|Wisconsin|Natural Gas
2013|454050|Wisconsin|Natural Gas
2012|410305|Wisconsin|Natural Gas
2011|399247|Wisconsin|Natural Gas
2010|376627|Wisconsin|Natural Gas
2009|392485|Wisconsin|Natural Gas
2008|415109|Wisconsin|Natural Gas
2007|403947|Wisconsin|Natural Gas
2006|376559|Wisconsin|Natural Gas
2005|415583|Wisconsin|Natural Gas
2004|385999|Wisconsin|Natural Gas
2003|397869|Wisconsin|Natural Gas
2002|388007|Wisconsin|Natural Gas
2001|363022|Wisconsin|Natural Gas
2000|397553|Wisconsin|Natural Gas
1999|385142|Wisconsin|Natural Gas
1998|372061|Wisconsin|Natural Gas
1997|404955|Wisconsin|Natural Gas
1996|408079|Wisconsin|Natural Gas
1995|385340|Wisconsin|Natural Gas
1994|360440|Wisconsin|Natural Gas
1993|352381|Wisconsin|Natural Gas
1992|334867|Wisconsin|Natural Gas
1991|333844|Wisconsin|Natural Gas
1990|311236|Wisconsin|Natural Gas
1989|332744|Wisconsin|Natural Gas
1988|319681|Wisconsin|Natural Gas
1987|281599|Wisconsin|Natural Gas
1986|281636|Wisconsin|Natural Gas
1985|311434|Wisconsin|Natural Gas
1984|307510|Wisconsin|Natural Gas
1983|301789|Wisconsin|Natural Gas
1982|315738|Wisconsin|Natural Gas
1981|327529|Wisconsin|Natural Gas
1980|354670|Wisconsin|Natural Gas
1979|372258|Wisconsin|Natural Gas
1978|375286|Wisconsin|Natural Gas
1977|354397|Wisconsin|Natural Gas
1976|320512|Wisconsin|Natural Gas
1975|372097|Wisconsin|Natural Gas
1974|386865|Wisconsin|Natural Gas
1973|373480|Wisconsin|Natural Gas
1972|326921|Wisconsin|Natural Gas
1971|354746|Wisconsin|Natural Gas
1970|344241|Wisconsin|Natural Gas
1969|324186|Wisconsin|Natural Gas
1968|278560|Wisconsin|Natural Gas
1967|253737|Wisconsin|Natural Gas
1966|229393|Wisconsin|Natural Gas
1965|204093|Wisconsin|Natural Gas
1964|173946|Wisconsin|Natural Gas
1963|156163|Wisconsin|Natural Gas
1962|141294|Wisconsin|Natural Gas
1961|117658|Wisconsin|Natural Gas
1960|93792|Wisconsin|Natural Gas
2017|158373|Wyoming|Natural Gas
2016|132478|Wyoming|Natural Gas
2015|126421|Wyoming|Natural Gas
2014|142268|Wyoming|Natural Gas
2013|156110|Wyoming|Natural Gas
2012|158546|Wyoming|Natural Gas
2011|161776|Wyoming|Natural Gas
2010|154759|Wyoming|Natural Gas
2009|147220|Wyoming|Natural Gas
2008|147129|Wyoming|Natural Gas
2007|145985|Wyoming|Natural Gas
2006|112929|Wyoming|Natural Gas
2005|112863|Wyoming|Natural Gas
2004|111878|Wyoming|Natural Gas
2003|120433|Wyoming|Natural Gas
2002|117387|Wyoming|Natural Gas
2001|103990|Wyoming|Natural Gas
2000|105975|Wyoming|Natural Gas
1999|101660|Wyoming|Natural Gas
1998|116505|Wyoming|Natural Gas
1997|107907|Wyoming|Natural Gas
1996|107588|Wyoming|Natural Gas
1995|103848|Wyoming|Natural Gas
1994|112252|Wyoming|Natural Gas
1993|110499|Wyoming|Natural Gas
1992|130703|Wyoming|Natural Gas
1991|103129|Wyoming|Natural Gas
1990|101316|Wyoming|Natural Gas
1989|86716|Wyoming|Natural Gas
1988|86422|Wyoming|Natural Gas
1987|86042|Wyoming|Natural Gas
1986|78424|Wyoming|Natural Gas
1985|86031|Wyoming|Natural Gas
1984|89666|Wyoming|Natural Gas
1983|85247|Wyoming|Natural Gas
1982|90586|Wyoming|Natural Gas
1981|72895|Wyoming|Natural Gas
1980|72982|Wyoming|Natural Gas
1979|87157|Wyoming|Natural Gas
1978|79758|Wyoming|Natural Gas
1977|78354|Wyoming|Natural Gas
1976|82478|Wyoming|Natural Gas
1975|81434|Wyoming|Natural Gas
1974|95363|Wyoming|Natural Gas
1973|110445|Wyoming|Natural Gas
1972|128728|Wyoming|Natural Gas
1971|117938|Wyoming|Natural Gas
1970|112526|Wyoming|Natural Gas
1969|96068|Wyoming|Natural Gas
1968|75649|Wyoming|Natural Gas
1967|69619|Wyoming|Natural Gas
1966|62891|Wyoming|Natural Gas
1965|54805|Wyoming|Natural Gas
1964|55437|Wyoming|Natural Gas
1963|55041|Wyoming|Natural Gas
1962|61189|Wyoming|Natural Gas
1961|59326|Wyoming|Natural Gas
1960|52828|Wyoming|Natural Gas
2017|28063215|United States|Natural Gas
2016|28392790|United States|Natural Gas
2015|28179686|United States|Natural Gas
2014|27376838|United States|Natural Gas
2013|26788768|United States|Natural Gas
2012|26075691|United States|Natural Gas
2011|24953771|United States|Natural Gas
2010|24568039|United States|Natural Gas
2009|23421003|United States|Natural Gas
2008|23836273|United States|Natural Gas
2007|23670821|United States|Natural Gas
2006|22225318|United States|Natural Gas
2005|22567132|United States|Natural Gas
2004|22927283|United States|Natural Gas
2003|22822564|United States|Natural Gas
2002|23513541|United States|Natural Gas
2001|22747645|United States|Natural Gas
2000|23815293|United States|Natural Gas
1999|22925260|United States|Natural Gas
1998|22911552|United States|Natural Gas
1997|23372324|United States|Natural Gas
1996|23151345|United States|Natural Gas
1995|22720621|United States|Natural Gas
1994|21757307|United States|Natural Gas
1993|21255357|United States|Natural Gas
1992|20723809|United States|Natural Gas
1991|20033047|United States|Natural Gas
1990|19627801|United States|Natural Gas
1989|19607316|United States|Natural Gas
1988|18460278|United States|Natural Gas
1987|17646792|United States|Natural Gas
1986|16603236|United States|Natural Gas
1985|17713531|United States|Natural Gas
1984|18389567|United States|Natural Gas
1983|17212020|United States|Natural Gas
1982|18367053|United States|Natural Gas
1981|19749623|United States|Natural Gas
1980|20226934|United States|Natural Gas
1979|20687615|United States|Natural Gas
1978|20067662|United States|Natural Gas
1977|19972477|United States|Natural Gas
1976|20381227|United States|Natural Gas
1975|19977076|United States|Natural Gas
1974|21729561|United States|Natural Gas
1973|22595346|United States|Natural Gas
1972|22682497|United States|Natural Gas
1971|22365248|United States|Natural Gas
1970|21692710|United States|Natural Gas
1969|20657964|United States|Natural Gas
1968|19204569|United States|Natural Gas
1967|17964988|United States|Natural Gas
1966|17005781|United States|Natural Gas
1965|15779457|United States|Natural Gas
1964|15297642|United States|Natural Gas
1963|14419107|United States|Natural Gas
1962|13730841|United States|Natural Gas
1961|12926392|United States|Natural Gas
1960|12385366|United States|Natural Gas
2017|378890|Alabama|Coal
2016|410168|Alabama|Coal
2015|494311|Alabama|Coal
2014|575912|Alabama|Coal
2013|565051|Alabama|Coal
2012|547004|Alabama|Coal
2011|651032|Alabama|Coal
2010|718684|Alabama|Coal
2009|630969|Alabama|Coal
2008|842826|Alabama|Coal
2007|888436|Alabama|Coal
2006|886678|Alabama|Coal
2005|890098|Alabama|Coal
2004|853917|Alabama|Coal
2003|873735|Alabama|Coal
2002|845999|Alabama|Coal
2001|842337|Alabama|Coal
2000|904181|Alabama|Coal
1999|866512|Alabama|Coal
1998|856479|Alabama|Coal
1997|867264|Alabama|Coal
1996|890742|Alabama|Coal
1995|828277|Alabama|Coal
1994|773804|Alabama|Coal
1993|812948|Alabama|Coal
1992|775653|Alabama|Coal
1991|723921|Alabama|Coal
1990|682496|Alabama|Coal
1989|682145|Alabama|Coal
1988|652717|Alabama|Coal
1987|660678|Alabama|Coal
1986|660525|Alabama|Coal
1985|662890|Alabama|Coal
1984|584607|Alabama|Coal
1983|532596|Alabama|Coal
1982|511059|Alabama|Coal
1981|629957|Alabama|Coal
1980|661023|Alabama|Coal
1979|670208|Alabama|Coal
1978|577580|Alabama|Coal
1977|629412|Alabama|Coal
1976|632096|Alabama|Coal
1975|640063|Alabama|Coal
1974|653405|Alabama|Coal
1973|688650|Alabama|Coal
1972|669734|Alabama|Coal
1971|626054|Alabama|Coal
1970|675603|Alabama|Coal
1969|641466|Alabama|Coal
1968|618335|Alabama|Coal
1967|580163|Alabama|Coal
1966|583457|Alabama|Coal
1965|533142|Alabama|Coal
1964|459000|Alabama|Coal
1963|442465|Alabama|Coal
1962|427177|Alabama|Coal
1961|382455|Alabama|Coal
1960|395400|Alabama|Coal
2017|16376|Alaska|Coal
2016|16613|Alaska|Coal
2015|19511|Alaska|Coal
2014|18225|Alaska|Coal
2013|14819|Alaska|Coal
2012|15521|Alaska|Coal
2011|15481|Alaska|Coal
2010|14548|Alaska|Coal
2009|14505|Alaska|Coal
2008|14705|Alaska|Coal
2007|13662|Alaska|Coal
2006|14981|Alaska|Coal
2005|13994|Alaska|Coal
2004|14075|Alaska|Coal
2003|12552|Alaska|Coal
2002|16429|Alaska|Coal
2001|15911|Alaska|Coal
2000|16455|Alaska|Coal
1999|16394|Alaska|Coal
1998|16471|Alaska|Coal
1997|11719|Alaska|Coal
1996|11152|Alaska|Coal
1995|12882|Alaska|Coal
1994|12578|Alaska|Coal
1993|13630|Alaska|Coal
1992|12509|Alaska|Coal
1991|12675|Alaska|Coal
1990|12387|Alaska|Coal
1989|4719|Alaska|Coal
1988|4362|Alaska|Coal
1987|4330|Alaska|Coal
1986|12150|Alaska|Coal
1985|11587|Alaska|Coal
1984|12883|Alaska|Coal
1983|12403|Alaska|Coal
1982|13182|Alaska|Coal
1981|12521|Alaska|Coal
1980|4310|Alaska|Coal
1979|4182|Alaska|Coal
1978|4689|Alaska|Coal
1977|10259|Alaska|Coal
1976|13706|Alaska|Coal
1975|15271|Alaska|Coal
1974|12485|Alaska|Coal
1973|13286|Alaska|Coal
1972|12753|Alaska|Coal
1971|14121|Alaska|Coal
1970|13159|Alaska|Coal
1969|13191|Alaska|Coal
1968|15998|Alaska|Coal
1967|18462|Alaska|Coal
1966|16431|Alaska|Coal
1965|9888|Alaska|Coal
1964|12029|Alaska|Coal
1963|11999|Alaska|Coal
1962|13559|Alaska|Coal
1961|11552|Alaska|Coal
1960|7189|Alaska|Coal
2017|334512|Arizona|Coal
2016|323878|Arizona|Coal
2015|385822|Arizona|Coal
2014|447849|Arizona|Coal
2013|454865|Arizona|Coal
2012|420570|Arizona|Coal
2011|459909|Arizona|Coal
2010|457909|Arizona|Coal
2009|413260|Arizona|Coal
2008|458727|Arizona|Coal
2007|438524|Arizona|Coal
2006|431985|Arizona|Coal
2005|428445|Arizona|Coal
2004|425413|Arizona|Coal
2003|406537|Arizona|Coal
2002|406479|Arizona|Coal
2001|424023|Arizona|Coal
2000|432810|Arizona|Coal
1999|403262|Arizona|Coal
1998|386770|Arizona|Coal
1997|369872|Arizona|Coal
1996|342839|Arizona|Coal
1995|342889|Arizona|Coal
1994|402390|Arizona|Coal
1993|389839|Arizona|Coal
1992|369743|Arizona|Coal
1991|347261|Arizona|Coal
1990|343415|Arizona|Coal
1989|353144|Arizona|Coal
1988|309041|Arizona|Coal
1987|282882|Arizona|Coal
1986|295888|Arizona|Coal
1985|342013|Arizona|Coal
1984|324862|Arizona|Coal
1983|295442|Arizona|Coal
1982|336245|Arizona|Coal
1981|319438|Arizona|Coal
1980|244994|Arizona|Coal
1979|246230|Arizona|Coal
1978|159980|Arizona|Coal
1977|179847|Arizona|Coal
1976|139960|Arizona|Coal
1975|92449|Arizona|Coal
1974|48359|Arizona|Coal
1973|9927|Arizona|Coal
1972|7523|Arizona|Coal
1971|8876|Arizona|Coal
1970|8623|Arizona|Coal
1969|8381|Arizona|Coal
1968|8137|Arizona|Coal
1967|7184|Arizona|Coal
1966|7373|Arizona|Coal
1965|7030|Arizona|Coal
1964|9103|Arizona|Coal
1963|8432|Arizona|Coal
1962|6291|Arizona|Coal
1961|211|Arizona|Coal
1960|210|Arizona|Coal
2017|267591|Arkansas|Coal
2016|246437|Arkansas|Coal
2015|226889|Arkansas|Coal
2014|339214|Arkansas|Coal
2013|327099|Arkansas|Coal
2012|296732|Arkansas|Coal
2011|306119|Arkansas|Coal
2010|293689|Arkansas|Coal
2009|264083|Arkansas|Coal
2008|278849|Arkansas|Coal
2007|275037|Arkansas|Coal
2006|256907|Arkansas|Coal
2005|247169|Arkansas|Coal
2004|270210|Arkansas|Coal
2003|253653|Arkansas|Coal
2002|255242|Arkansas|Coal
2001|273982|Arkansas|Coal
2000|267579|Arkansas|Coal
1999|267022|Arkansas|Coal
1998|254658|Arkansas|Coal
1997|246786|Arkansas|Coal
1996|260060|Arkansas|Coal
1995|237334|Arkansas|Coal
1994|222169|Arkansas|Coal
1993|200450|Arkansas|Coal
1992|220706|Arkansas|Coal
1991|215945|Arkansas|Coal
1990|212707|Arkansas|Coal
1989|203343|Arkansas|Coal
1988|218821|Arkansas|Coal
1987|211011|Arkansas|Coal
1986|224547|Arkansas|Coal
1985|219791|Arkansas|Coal
1984|163879|Arkansas|Coal
1983|177458|Arkansas|Coal
1982|125193|Arkansas|Coal
1981|101935|Arkansas|Coal
1980|36648|Arkansas|Coal
1979|31728|Arkansas|Coal
1978|22833|Arkansas|Coal
1977|5244|Arkansas|Coal
1976|3578|Arkansas|Coal
1975|862|Arkansas|Coal
1974|2665|Arkansas|Coal
1973|2262|Arkansas|Coal
1972|50|Arkansas|Coal
1971|51|Arkansas|Coal
1970|0|Arkansas|Coal
1969|0|Arkansas|Coal
1968|132|Arkansas|Coal
1967|104|Arkansas|Coal
1966|111|Arkansas|Coal
1965|163|Arkansas|Coal
1964|186|Arkansas|Coal
1963|135|Arkansas|Coal
1962|160|Arkansas|Coal
1961|275|Arkansas|Coal
1960|356|Arkansas|Coal
2017|33663|California|Coal
2016|32077|California|Coal
2015|30967|California|Coal
2014|39486|California|Coal
2013|38151|California|Coal
2012|43832|California|Coal
2011|55264|California|Coal
2010|54972|California|Coal
2009|52403|California|Coal
2008|63050|California|Coal
2007|66495|California|Coal
2006|67017|California|Coal
2005|67422|California|Coal
2004|68909|California|Coal
2003|69469|California|Coal
2002|70010|California|Coal
2001|67839|California|Coal
2000|70012|California|Coal
1999|69547|California|Coal
1998|66157|California|Coal
1997|82651|California|Coal
1996|80324|California|Coal
1995|84323|California|Coal
1994|84616|California|Coal
1993|84669|California|Coal
1992|91515|California|Coal
1991|89519|California|Coal
1990|84160|California|Coal
1989|66427|California|Coal
1988|50824|California|Coal
1987|44951|California|Coal
1986|42519|California|Coal
1985|45264|California|Coal
1984|37243|California|Coal
1983|32022|California|Coal
1982|69415|California|Coal
1981|78401|California|Coal
1980|66170|California|Coal
1979|68565|California|Coal
1978|67892|California|Coal
1977|75109|California|Coal
1976|66630|California|Coal
1975|56405|California|Coal
1974|60670|California|Coal
1973|66956|California|Coal
1972|47452|California|Coal
1971|51015|California|Coal
1970|61812|California|Coal
1969|60031|California|Coal
1968|57011|California|Coal
1967|53949|California|Coal
1966|51515|California|Coal
1965|63693|California|Coal
1964|53723|California|Coal
1963|46127|California|Coal
1962|39681|California|Coal
1961|59106|California|Coal
1960|35903|California|Coal
2017|315835|Colorado|Coal
2016|321476|Colorado|Coal
2015|340107|Colorado|Coal
2014|350526|Colorado|Coal
2013|363532|Colorado|Coal
2012|370085|Colorado|Coal
2011|368871|Colorado|Coal
2010|382623|Colorado|Coal
